VIN,Model Year,Make,Model,Fuel Type (Primary),Body Class,Gross Vehicle Wt,MPG (City),MPG (Highway),MPG (Combined),MPG Source,MPG Estimated,CO2 (Primary),CO2 (Alt),Alt Range,Odometer,Annual Mileage,Asset ID,Department,Location,Assumed Vehicle (Text),Assumed Vehicle (ID),Match Confidence,Data Quality,Processing Status,Processing Error,Commercial Category,GVWR (pounds),Engine Horsepower,Engine Configuration,Fuel Type (Secondary),Vehicle Class,Series,Trim Level,Diesel Engine,Commercial Vehicle,Commercial Summary,ACF Compliance,ACF Detail,ACF Mandate Status,Proposed EV Year,EV Year Reason,Fuel Type Mismatch,atvType,barrels08,barrelsA08,battery,c240Dscr,c240bDscr,charge120,charge240,charge240b,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityMpk,cityUF,cityUmpk,co2,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combMpk,combUmpk,combinedCD,combinedUF,createdOn,cylDeact,cylDeactYesNo,cylinders,displ,drive,emissionsList,engId,eng_dscr,evMotor,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,Fuel Type (Secondary),ghgScore,ghgScoreA,guzzler,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayMpk,highwayUF,highwayUmpk,hlv,hpv,id,lv2,lv4,make,mfrCode,model,modifiedOn,mpgData,mpgRevised,phevBlended,phevCity,phevComb,phevHwy,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,startStop,trans_dscr,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,baseModel,sCharger,tCharger
1FVACWDT5KHKK1234,2019,FREIGHTLINER,M2,Diesel,Truck,"Class 6: 19,501 - 26,000 lb (8,845 - 11,794 kg)",8.5,11.5,10,EPA Class Estimate,Yes,,,,"265,400","35,000",HD-009,Transit,Transit Depot,,,,82%,Success,,Heavy Duty,"26,000",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Heavy Duty | Diesel | GVWR: 26,000 lb",Subject to ACF,"GVWR 26,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDXE4FS8MDB12345,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"198,500","16,800",DT-001,Public Works,Public Works Yard,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDXE4FS6MDB23456,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"175,200","15,500",DT-002,Public Works,Public Works Yard,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVACWDT8KHKK2345,2019,FREIGHTLINER,M2,Diesel,Truck,"Class 6: 19,501 - 26,000 lb (8,845 - 11,794 kg)",8.5,11.5,10,EPA Class Estimate,Yes,,,,"242,100","32,500",HD-010,Transit,Transit Depot,,,,82%,Success,,Heavy Duty,"26,000",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Heavy Duty | Diesel | GVWR: 26,000 lb",Subject to ACF,"GVWR 26,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDXE4FS4MDB34567,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"212,400","17,500",DT-003,Public Works,Public Works Yard,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDXE4FS2MDB45678,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"185,600","16,200",DT-004,Water & Sewer,Water Treatment Plant,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDXE4FS0MDB56789,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"228,900","18,200",DT-005,Public Works,Public Works Yard,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FTBW2XG3NED12345,2022,FORD,Transit,Gasoline,Cargo Van,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",20,27,22,FuelEconomy.gov,No,396.0,,,"82,300","12,500",UT-001,Public Works,Public Works Yard,"Auto (S6), 4 cyl, 2.5 L",43938,80%,92%,Success,,Medium Duty,"10,000",310,V-Shaped,,TRUCK,350,,No,Yes,"Medium Duty | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.8767,0,0.0,0.0,0.0,0,0.0,0.0,396,0.0,396.0,22,22.4632,0,0.0,0.0,0,0.0,0.0,0.0,2021-05-04T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,9,None,None,5,2000,0,Regular,Regular Gasoline,None,5,-1,None,27,26.7115,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43938,0,0,Ford,FMX,Transit Connect USPS,2021-05-04T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),25.1,0.0,37.8,0.0,Special Purpose Vehicle 2WD,2022,-2250,Transit Connect,None,None
1FTBW2XG1NED23456,2022,FORD,Transit,Gasoline,Cargo Van,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",20,27,22,FuelEconomy.gov,No,396.0,,,"76,500","11,800",UT-002,Public Works,Public Works Yard,"Auto (S6), 4 cyl, 2.5 L",43938,80%,92%,Success,,Medium Duty,"10,000",310,V-Shaped,,TRUCK,350,,No,Yes,"Medium Duty | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.8767,0,0.0,0.0,0.0,0,0.0,0.0,396,0.0,396.0,22,22.4632,0,0.0,0.0,0,0.0,0.0,0.0,2021-05-04T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,9,None,None,5,2000,0,Regular,Regular Gasoline,None,5,-1,None,27,26.7115,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43938,0,0,Ford,FMX,Transit Connect USPS,2021-05-04T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),25.1,0.0,37.8,0.0,Special Purpose Vehicle 2WD,2022,-2250,Transit Connect,None,None
1FTBW2XGXNED34567,2022,FORD,Transit,Gasoline,Cargo Van,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",20,27,22,FuelEconomy.gov,No,396.0,,,"95,400","13,500",UT-003,Water & Sewer,Water Treatment Plant,"Auto (S6), 4 cyl, 2.5 L",43938,80%,92%,Success,,Medium Duty,"10,000",310,V-Shaped,,TRUCK,350,,No,Yes,"Medium Duty | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.8767,0,0.0,0.0,0.0,0,0.0,0.0,396,0.0,396.0,22,22.4632,0,0.0,0.0,0,0.0,0.0,0.0,2021-05-04T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,9,None,None,5,2000,0,Regular,Regular Gasoline,None,5,-1,None,27,26.7115,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43938,0,0,Ford,FMX,Transit Connect USPS,2021-05-04T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),25.1,0.0,37.8,0.0,Special Purpose Vehicle 2WD,2022,-2250,Transit Connect,None,None
1FTBW2XG8NED45678,2022,FORD,Transit,Gasoline,Cargo Van,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",20,27,22,FuelEconomy.gov,No,396.0,,,"68,900","11,200",UT-004,Public Works,Public Works Yard,"Auto (S6), 4 cyl, 2.5 L",43938,80%,92%,Success,,Medium Duty,"10,000",310,V-Shaped,,TRUCK,350,,No,Yes,"Medium Duty | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.8767,0,0.0,0.0,0.0,0,0.0,0.0,396,0.0,396.0,22,22.4632,0,0.0,0.0,0,0.0,0.0,0.0,2021-05-04T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,9,None,None,5,2000,0,Regular,Regular Gasoline,None,5,-1,None,27,26.7115,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43938,0,0,Ford,FMX,Transit Connect USPS,2021-05-04T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),25.1,0.0,37.8,0.0,Special Purpose Vehicle 2WD,2022,-2250,Transit Connect,None,None
1FTBW2XG6NED56789,2022,FORD,Transit,Gasoline,Cargo Van,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",20,27,22,FuelEconomy.gov,No,396.0,,,"88,700","12,800",UT-005,Water & Sewer,Water Treatment Plant,"Auto (S6), 4 cyl, 2.5 L",43938,80%,92%,Success,,Medium Duty,"10,000",310,V-Shaped,,TRUCK,350,,No,Yes,"Medium Duty | GVWR: 10,000 lb",Subject to ACF,"GVWR 10,000 lbs; covered by ACF regulation",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.8767,0,0.0,0.0,0.0,0,0.0,0.0,396,0.0,396.0,22,22.4632,0,0.0,0.0,0,0.0,0.0,0.0,2021-05-04T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,9,None,None,5,2000,0,Regular,Regular Gasoline,None,5,-1,None,27,26.7115,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43938,0,0,Ford,FMX,Transit Connect USPS,2021-05-04T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),25.1,0.0,37.8,0.0,Special Purpose Vehicle 2WD,2022,-2250,Transit Connect,None,None
1FVHCYDC2NHKL1234,2022,FREIGHTLINER,M2,Diesel,Truck,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"145,600","12,500",CM-001,Public Works,Public Works Yard,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FSXMDA67890,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"45,600","14,500",VN-001,Administration,City Hall,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVHCYDC5NHKL2345,2022,FREIGHTLINER,M2,Diesel,Truck,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"168,200","13,800",CM-002,Public Works,Public Works Yard,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FVHCYDC8NHKL3456,2022,FREIGHTLINER,M2,Diesel,Truck,"Class 8: 33,001 lb and above (14,969 kg and above)",5.5,7.5,6.5,EPA Class Estimate,Yes,,,,"132,400","11,200",CM-003,Water & Sewer,Water Treatment Plant,,,,82%,Success,,Extra Heavy Duty,"33,001",,In-Line,,INCOMPLETE VEHICLE,106 Medium Duty,,Yes,Yes,"Extra Heavy Duty | Diesel | GVWR: 33,001 lb",Subject to ACF,"GVWR 33,001 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FDFE4FS0MDA78901,2021,FORD,E-450,,Incomplete - Cutaway,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",10,14,12,EPA Class Estimate,Yes,,,,"52,300","15,800",VN-002,Parks & Recreation,Parks Maintenance,,,,66%,Success,,Medium Duty,"16,000",,,,INCOMPLETE VEHICLE,Econoline,,No,Yes,"Medium Duty | GVWR: 16,000 lb",Subject to ACF,"GVWR 16,000 lbs; covered by ACF regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YJ3E1EA0NF123456,2022,TESLA,Model 3,Electric,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",138,126,132,FuelEconomy.gov,No,,,,"22,500","11,000",EV-001,Administration,City Hall,Auto (A1),45013,85%,82%,Success,,Light Duty,"6,000",,,,PASSENGER CAR,,,No,No,"Light Duty | GVWR: 6,000 lb",Zero-Emission Vehicle,Already ZEV — no action required,,,,,EV,0.06,0.0,-1,standard charger,with 48A high power charger connector option,0.0,10.4,5.8,138,137.5297,0,0.0,0.0,24.5074,0,0.0,0.0,0,0.0,0.0,132,132.2131,0,0.0,25.4929,0,0.0,0.0,0.0,2021-12-20T00:00:00-05:00,None,No,None,None,Rear-Wheel Drive,None,31,None,192 kW AC 3-Phase,10,550,0,Electricity,Electricity,None,10,-1,None,126,126.2482,0,0.0,0.0,26.6974,0,0.0,0.0,0,0,45013,0,15,Tesla,TSL,Model 3 RWD,2023-10-19T00:00:00-04:00,N,false,false,0,0,0,0,97,272,284.0,0.0,260.6,0.0,N,None,Automatic (A1),185.3,0.0,170.1,0.0,Midsize Cars,2022,5000,Model 3,None,None
5YJ3E1EA5NF234567,2022,TESLA,Model 3,Electric,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",138,126,132,FuelEconomy.gov,No,,,,"18,900","10,500",EV-002,Administration,City Hall,Auto (A1),45013,85%,82%,Success,,Light Duty,"6,000",,,,PASSENGER CAR,,,No,No,"Light Duty | GVWR: 6,000 lb",Zero-Emission Vehicle,Already ZEV — no action required,,,,,EV,0.06,0.0,-1,standard charger,with 48A high power charger connector option,0.0,10.4,5.8,138,137.5297,0,0.0,0.0,24.5074,0,0.0,0.0,0,0.0,0.0,132,132.2131,0,0.0,25.4929,0,0.0,0.0,0.0,2021-12-20T00:00:00-05:00,None,No,None,None,Rear-Wheel Drive,None,31,None,192 kW AC 3-Phase,10,550,0,Electricity,Electricity,None,10,-1,None,126,126.2482,0,0.0,0.0,26.6974,0,0.0,0.0,0,0,45013,0,15,Tesla,TSL,Model 3 RWD,2023-10-19T00:00:00-04:00,N,false,false,0,0,0,0,97,272,284.0,0.0,260.6,0.0,N,None,Automatic (A1),185.3,0.0,170.1,0.0,Midsize Cars,2022,5000,Model 3,None,None
1N4AZ1CP3NC123456,2022,NISSAN,Leaf,Electric,Hatchback/Liftback/Notchback,"Class 1: 6,000 lb or less (2,722 kg or less)",123,99,111,FuelEconomy.gov,No,,,,"15,200","9,800",EV-003,Fleet Services,Fleet Maintenance,Auto (A1),44446,80%,85%,Success,,Light Duty,"6,000",,,,PASSENGER CAR,,SV,No,No,"Light Duty | GVWR: 6,000 lb",Zero-Emission Vehicle,Already ZEV — no action required,,,,,EV,0.072,0.0,-1,None,None,0.0,8.0,0.0,123,122.92,0,0.0,0.0,27.4203,0,0.0,0.0,0,0.0,0.0,111,110.7755,0,0.0,30.4264,0,0.0,0.0,0.0,2021-08-24T00:00:00-04:00,None,No,None,None,Front-Wheel Drive,None,902,None,110 kW DCPM,10,700,0,Electricity,Electricity,None,10,-1,None,99,98.84,0,0.0,0.0,34.1006,0,0.0,0.0,24,92,44446,0,0,Nissan,NSX,Leaf (40 kW-hr battery pack),2022-02-02T00:00:00-05:00,Y,false,false,0,0,0,0,0,149,0.0,0.0,0.0,0.0,N,None,Automatic (A1),175.6,0.0,141.2,0.0,Midsize Cars,2022,4250,Leaf,None,None
NM0GE9E29M1234567,2021,FORD,Transit Connect,Gasoline,Van,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",20,27,22,FuelEconomy.gov,No,397.0,,,"38,900","12,200",VN-003,Fleet Services,Fleet Maintenance,"Auto (S6), 4 cyl, 2.5 L",43266,100%,92%,Success,,Light Duty,"6,000",162,In-Line,,TRUCK,,XL,No,Yes,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6583,0,0.0,0.0,0.0,0,0.0,0.0,397,0.0,397.0,22,22.2684,0,0.0,0.0,0,0.0,0.0,0.0,2020-10-05T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,74,None,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,27,26.5822,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43266,0,0,Ford,FMX,Transit Connect USPS,2020-10-12T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),24.8,0.0,37.6,0.0,Special Purpose Vehicle 2WD,2021,-2250,Transit Connect,None,None
NM0GE9E23M1345678,2021,FORD,Transit Connect,Gasoline,Van,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",20,27,22,FuelEconomy.gov,No,397.0,,,"62,100","16,500",VN-004,Public Works,Public Works Yard,"Auto (S6), 4 cyl, 2.5 L",43266,100%,92%,Success,,Light Duty,"6,000",162,In-Line,,TRUCK,,XL,No,Yes,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6583,0,0.0,0.0,0.0,0,0.0,0.0,397,0.0,397.0,22,22.2684,0,0.0,0.0,0,0.0,0.0,0.0,2020-10-05T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,74,None,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,27,26.5822,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43266,0,0,Ford,FMX,Transit Connect USPS,2020-10-12T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),24.8,0.0,37.6,0.0,Special Purpose Vehicle 2WD,2021,-2250,Transit Connect,None,None
NM0GE9E28M1456789,2021,FORD,Transit Connect,Gasoline,Van,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",20,27,22,FuelEconomy.gov,No,397.0,,,"55,800","15,200",VN-005,Water & Sewer,Water Treatment Plant,"Auto (S6), 4 cyl, 2.5 L",43266,100%,92%,Success,,Light Duty,"6,000",162,In-Line,,TRUCK,,XL,No,Yes,"Light Duty | GVWR: 6,000 lb",Exempt — Light-Duty,"GVWR 6,000 lbs; not subject to ACF",,,,,None,13.52318181818182,0.0,-1,None,None,0.0,0.0,0.0,20,19.6583,0,0.0,0.0,0.0,0,0.0,0.0,397,0.0,397.0,22,22.2684,0,0.0,0.0,0,0.0,0.0,0.0,2020-10-05T00:00:00-04:00,N,No,4,2.5,Front-Wheel Drive,None,74,None,None,4,2000,0,Regular,Regular Gasoline,None,4,-1,None,27,26.5822,0,0.0,0.0,0.0,0,0.0,0.0,0,0,43266,0,0,Ford,FMX,Transit Connect USPS,2020-10-12T00:00:00-04:00,N,false,false,0,0,0,0,0,0,0.0,0.0,0.0,0.0,N,None,Automatic (S6),24.8,0.0,37.6,0.0,Special Purpose Vehicle 2WD,2021,-2250,Transit Connect,None,None
